anchor,Nret_baseline,dense_factor,Nret_after_dense_factor,eta_spatial,eta_spectral,eta_temporal,eta_polarization,eta_overlap,chi_mode_total,N_mode,sub_unity_mode,note
532nm_30MPa_constrained,1.3,0.1,0.13,0.0001,0.3,1.0,0.5,0.8,1.2e-05,1.56e-06,True,N_mode is the single-mode occupancy upper anchor; high-NS plots are target-channel topology unless an added accumulation/cavity model is specified.
532nm_30MPa_constrained,1.3,0.1,0.13,0.0001,0.3,0.3,0.5,0.8,3.6000000000000003e-06,4.6800000000000006e-07,True,N_mode is the single-mode occupancy upper anchor; high-NS plots are target-channel topology unless an added accumulation/cavity model is specified.
532nm_30MPa_constrained,1.3,0.1,0.13,0.0001,0.3,0.1,0.5,0.8,1.2000000000000002e-06,1.5600000000000002e-07,True,N_mode is the single-mode occupancy upper anchor; high-NS plots are target-channel topology unless an added accumulation/cavity model is specified.
532nm_30MPa_constrained,1.3,0.1,0.13,0.0001,0.1,1.0,0.5,0.8,4.000000000000001e-06,5.200000000000001e-07,True,N_mode is the single-mode occupancy upper anchor; high-NS plots are target-channel topology unless an added accumulation/cavity model is specified.
532nm_30MPa_constrained,1.3,0.1,0.13,0.0001,0.1,0.3,0.5,0.8,1.2000000000000002e-06,1.5600000000000002e-07,True,N_mode is the single-mode occupancy upper anchor; high-NS plots are target-channel topology unless an added accumulation/cavity model is specified.
532nm_30MPa_constrained,1.3,0.1,0.13,0.0001,0.1,0.1,0.5,0.8,4.000000000000001e-07,5.2000000000000016e-08,True,N_mode is the single-mode occupancy upper anchor; high-NS plots are target-channel topology unless an added accumulation/cavity model is specified.
532nm_30MPa_constrained,1.3,0.3,0.39,1.0,1.0,1.0,0.5,0.8,0.4,0.15600000000000003,True,N_mode is the single-mode occupancy upper anchor; high-NS plots are target-channel topology unless an added accumulation/cavity model is specified.
532nm_30MPa_constrained,1.3,0.3,0.39,1.0,1.0,0.3,0.5,0.8,0.12,0.0468,True,N_mode is the single-mode occupancy upper anchor; high-NS plots are target-channel topology unless an added accumulation/cavity model is specified.
532nm_30MPa_constrained,1.3,0.3,0.39,1.0,1.0,0.1,0.5,0.8,0.04000000000000001,0.015600000000000003,True,N_mode is the single-mode occupancy upper anchor; high-NS plots are target-channel topology unless an added accumulation/cavity model is specified.
532nm_30MPa_constrained,1.3,0.3,0.39,1.0,0.3,1.0,0.5,0.8,0.12,0.0468,True,N_mode is the single-mode occupancy upper anchor; high-NS plots are target-channel topology unless an added accumulation/cavity model is specified.
532nm_30MPa_constrained,1.3,0.3,0.39,1.0,0.3,0.3,0.5,0.8,0.036,0.014039999999999999,True,N_mode is the single-mode occupancy upper anchor; high-NS plots are target-channel topology unless an added accumulation/cavity model is specified.
532nm_30MPa_constrained,1.3,0.3,0.39,1.0,0.3,0.1,0.5,0.8,0.012,0.00468,True,N_mode is the single-mode occupancy upper anchor; high-NS plots are target-channel topology unless an added accumulation/cavity model is specified.
532nm_30MPa_constrained,1.3,0.3,0.39,1.0,0.1,1.0,0.5,0.8,0.04000000000000001,0.015600000000000003,True,N_mode is the single-mode occupancy upper anchor; high-NS plots are target-channel topology unless an added accumulation/cavity model is specified.
532nm_30MPa_constrained,1.3,0.3,0.39,1.0,0.1,0.3,0.5,0.8,0.012,0.00468,True,N_mode is the single-mode occupancy upper anchor; high-NS plots are target-channel topology unless an added accumulation/cavity model is specified.
532nm_30MPa_constrained,1.3,0.3,0.39,1.0,0.1,0.1,0.5,0.8,0.004000000000000001,0.0015600000000000004,True,N_mode is the single-mode occupancy upper anchor; high-NS plots are target-channel topology unless an added accumulation/cavity model is specified.
532nm_30MPa_constrained,1.3,0.3,0.39,0.1,1.0,1.0,0.5,0.8,0.04000000000000001,0.015600000000000003,True,N_mode is the single-mode occupancy upper anchor; high-NS plots are target-channel topology unless an added accumulation/cavity model is specified.
532nm_30MPa_constrained,1.3,0.3,0.39,0.1,1.0,0.3,0.5,0.8,0.012,0.00468,True,N_mode is the single-mode occupancy upper anchor; high-NS plots are target-channel topology unless an added accumulation/cavity model is specified.
532nm_30MPa_constrained,1.3,0.3,0.39,0.1,1.0,0.1,0.5,0.8,0.004000000000000001,0.0015600000000000004,True,N_mode is the single-mode occupancy upper anchor; high-NS plots are target-channel topology unless an added accumulation/cavity model is specified.
532nm_30MPa_constrained,1.3,0.3,0.39,0.1,0.3,1.0,0.5,0.8,0.012,0.00468,True,N_mode is the single-mode occupancy upper anchor; high-NS plots are target-channel topology unless an added accumulation/cavity model is specified.
532nm_30MPa_constrained,1.3,0.3,0.39,0.1,0.3,0.3,0.5,0.8,0.0036,0.001404,True,N_mode is the single-mode occupancy upper anchor; high-NS plots are target-channel topology unless an added accumulation/cavity model is specified.
532nm_30MPa_constrained,1.3,0.3,0.39,0.1,0.3,0.1,0.5,0.8,0.0012000000000000001,0.00046800000000000005,True,N_mode is the single-mode occupancy upper anchor; high-NS plots are target-channel topology unless an added accumulation/cavity model is specified.
532nm_30MPa_constrained,1.3,0.3,0.39,0.1,0.1,1.0,0.5,0.8,0.004000000000000001,0.0015600000000000004,True,N_mode is the single-mode occupancy upper anchor; high-NS plots are target-channel topology unless an added accumulation/cavity model is specified.
532nm_30MPa_constrained,1.3,0.3,0.39,0.1,0.1,0.3,0.5,0.8,0.0012000000000000003,0.00046800000000000015,True,N_mode is the single-mode occupancy upper anchor; high-NS plots are target-channel topology unless an added accumulation/cavity model is specified.
532nm_30MPa_constrained,1.3,0.3,0.39,0.1,0.1,0.1,0.5,0.8,0.00040000000000000013,0.00015600000000000005,True,N_mode is the single-mode occupancy upper anchor; high-NS plots are target-channel topology unless an added accumulation/cavity model is specified.
532nm_30MPa_constrained,1.3,0.3,0.39,0.01,1.0,1.0,0.5,0.8,0.004,0.0015600000000000002,True,N_mode is the single-mode occupancy upper anchor; high-NS plots are target-channel topology unless an added accumulation/cavity model is specified.
532nm_30MPa_constrained,1.3,0.3,0.39,0.01,1.0,0.3,0.5,0.8,0.0012000000000000001,0.00046800000000000005,True,N_mode is the single-mode occupancy upper anchor; high-NS plots are target-channel topology unless an added accumulation/cavity model is specified.
532nm_30MPa_constrained,1.3,0.3,0.39,0.01,1.0,0.1,0.5,0.8,0.0004,0.00015600000000000002,True,N_mode is the single-mode occupancy upper anchor; high-NS plots are target-channel topology unless an added accumulation/cavity model is specified.
532nm_30MPa_constrained,1.3,0.3,0.39,0.01,0.3,1.0,0.5,0.8,0.0012000000000000001,0.00046800000000000005,True,N_mode is the single-mode occupancy upper anchor; high-NS plots are target-channel topology unless an added accumulation/cavity model is specified.
532nm_30MPa_constrained,1.3,0.3,0.39,0.01,0.3,0.3,0.5,0.8,0.00036,0.00014040000000000002,True,N_mode is the single-mode occupancy upper anchor; high-NS plots are target-channel topology unless an added accumulation/cavity model is specified.
532nm_30MPa_constrained,1.3,0.3,0.39,0.01,0.3,0.1,0.5,0.8,0.00012000000000000002,4.6800000000000006e-05,True,N_mode is the single-mode occupancy upper anchor; high-NS plots are target-channel topology unless an added accumulation/cavity model is specified.
532nm_30MPa_constrained,1.3,0.3,0.39,0.01,0.1,1.0,0.5,0.8,0.0004,0.00015600000000000002,True,N_mode is the single-mode occupancy upper anchor; high-NS plots are target-channel topology unless an added accumulation/cavity model is specified.
532nm_30MPa_constrained,1.3,0.3,0.39,0.01,0.1,0.3,0.5,0.8,0.00011999999999999999,4.68e-05,True,N_mode is the single-mode occupancy upper anchor; high-NS plots are target-channel topology unless an added accumulation/cavity model is specified.
532nm_30MPa_constrained,1.3,0.3,0.39,0.01,0.1,0.1,0.5,0.8,4e-05,1.5600000000000003e-05,True,N_mode is the single-mode occupancy upper anchor; high-NS plots are target-channel topology unless an added accumulation/cavity model is specified.
532nm_30MPa_constrained,1.3,0.3,0.39,0.001,1.0,1.0,0.5,0.8,0.0004,0.00015600000000000002,True,N_mode is the single-mode occupancy upper anchor; high-NS plots are target-channel topology unless an added accumulation/cavity model is specified.
532nm_30MPa_constrained,1.3,0.3,0.39,0.001,1.0,0.3,0.5,0.8,0.00011999999999999999,4.68e-05,True,N_mode is the single-mode occupancy upper anchor; high-NS plots are target-channel topology unless an added accumulation/cavity model is specified.
532nm_30MPa_constrained,1.3,0.3,0.39,0.001,1.0,0.1,0.5,0.8,4e-05,1.5600000000000003e-05,True,N_mode is the single-mode occupancy upper anchor; high-NS plots are target-channel topology unless an added accumulation/cavity model is specified.
532nm_30MPa_constrained,1.3,0.3,0.39,0.001,0.3,1.0,0.5,0.8,0.00011999999999999999,4.68e-05,True,N_mode is the single-mode occupancy upper anchor; high-NS plots are target-channel topology unless an added accumulation/cavity model is specified.
532nm_30MPa_constrained,1.3,0.3,0.39,0.001,0.3,0.3,0.5,0.8,3.6e-05,1.4040000000000001e-05,True,N_mode is the single-mode occupancy upper anchor; high-NS plots are target-channel topology unless an added accumulation/cavity model is specified.
532nm_30MPa_constrained,1.3,0.3,0.39,0.001,0.3,0.1,0.5,0.8,1.2e-05,4.68e-06,True,N_mode is the single-mode occupancy upper anchor; high-NS plots are target-channel topology unless an added accumulation/cavity model is specified.
532nm_30MPa_constrained,1.3,0.3,0.39,0.001,0.1,1.0,0.5,0.8,4e-05,1.5600000000000003e-05,True,N_mode is the single-mode occupancy upper anchor; high-NS plots are target-channel topology unless an added accumulation/cavity model is specified.
532nm_30MPa_constrained,1.3,0.3,0.39,0.001,0.1,0.3,0.5,0.8,1.2e-05,4.68e-06,True,N_mode is the single-mode occupancy upper anchor; high-NS plots are target-channel topology unless an added accumulation/cavity model is specified.
532nm_30MPa_constrained,1.3,0.3,0.39,0.001,0.1,0.1,0.5,0.8,4.000000000000001e-06,1.5600000000000003e-06,True,N_mode is the single-mode occupancy upper anchor; high-NS plots are target-channel topology unless an added accumulation/cavity model is specified.
532nm_30MPa_constrained,1.3,0.3,0.39,0.0001,1.0,1.0,0.5,0.8,4e-05,1.5600000000000003e-05,True,N_mode is the single-mode occupancy upper anchor; high-NS plots are target-channel topology unless an added accumulation/cavity model is specified.
532nm_30MPa_constrained,1.3,0.3,0.39,0.0001,1.0,0.3,0.5,0.8,1.2e-05,4.68e-06,True,N_mode is the single-mode occupancy upper anchor; high-NS plots are target-channel topology unless an added accumulation/cavity model is specified.
532nm_30MPa_constrained,1.3,0.3,0.39,0.0001,1.0,0.1,0.5,0.8,4.000000000000001e-06,1.5600000000000003e-06,True,N_mode is the single-mode occupancy upper anchor; high-NS plots are target-channel topology unless an added accumulation/cavity model is specified.
532nm_30MPa_constrained,1.3,0.3,0.39,0.0001,0.3,1.0,0.5,0.8,1.2e-05,4.68e-06,True,N_mode is the single-mode occupancy upper anchor; high-NS plots are target-channel topology unless an added accumulation/cavity model is specified.
532nm_30MPa_constrained,1.3,0.3,0.39,0.0001,0.3,0.3,0.5,0.8,3.6000000000000003e-06,1.4040000000000002e-06,True,N_mode is the single-mode occupancy upper anchor; high-NS plots are target-channel topology unless an added accumulation/cavity model is specified.
532nm_30MPa_constrained,1.3,0.3,0.39,0.0001,0.3,0.1,0.5,0.8,1.2000000000000002e-06,4.6800000000000006e-07,True,N_mode is the single-mode occupancy upper anchor; high-NS plots are target-channel topology unless an added accumulation/cavity model is specified.
532nm_30MPa_constrained,1.3,0.3,0.39,0.0001,0.1,1.0,0.5,0.8,4.000000000000001e-06,1.5600000000000003e-06,True,N_mode is the single-mode occupancy upper anchor; high-NS plots are target-channel topology unless an added accumulation/cavity model is specified.
532nm_30MPa_constrained,1.3,0.3,0.39,0.0001,0.1,0.3,0.5,0.8,1.2000000000000002e-06,4.6800000000000006e-07,True,N_mode is the single-mode occupancy upper anchor; high-NS plots are target-channel topology unless an added accumulation/cavity model is specified.
532nm_30MPa_constrained,1.3,0.3,0.39,0.0001,0.1,0.1,0.5,0.8,4.000000000000001e-07,1.5600000000000005e-07,True,N_mode is the single-mode occupancy upper anchor; high-NS plots are target-channel topology unless an added accumulation/cavity model is specified.
532nm_30MPa_constrained,1.3,1.0,1.3,1.0,1.0,1.0,0.5,0.8,0.4,0.52,True,N_mode is the single-mode occupancy upper anchor; high-NS plots are target-channel topology unless an added accumulation/cavity model is specified.
532nm_30MPa_constrained,1.3,1.0,1.3,1.0,1.0,0.3,0.5,0.8,0.12,0.156,True,N_mode is the single-mode occupancy upper anchor; high-NS plots are target-channel topology unless an added accumulation/cavity model is specified.
532nm_30MPa_constrained,1.3,1.0,1.3,1.0,1.0,0.1,0.5,0.8,0.04000000000000001,0.05200000000000001,True,N_mode is the single-mode occupancy upper anchor; high-NS plots are target-channel topology unless an added accumulation/cavity model is specified.
532nm_30MPa_constrained,1.3,1.0,1.3,1.0,0.3,1.0,0.5,0.8,0.12,0.156,True,N_mode is the single-mode occupancy upper anchor; high-NS plots are target-channel topology unless an added accumulation/cavity model is specified.
532nm_30MPa_constrained,1.3,1.0,1.3,1.0,0.3,0.3,0.5,0.8,0.036,0.0468,True,N_mode is the single-mode occupancy upper anchor; high-NS plots are target-channel topology unless an added accumulation/cavity model is specified.
532nm_30MPa_constrained,1.3,1.0,1.3,1.0,0.3,0.1,0.5,0.8,0.012,0.015600000000000001,True,N_mode is the single-mode occupancy upper anchor; high-NS plots are target-channel topology unless an added accumulation/cavity model is specified.
532nm_30MPa_constrained,1.3,1.0,1.3,1.0,0.1,1.0,0.5,0.8,0.04000000000000001,0.05200000000000001,True,N_mode is the single-mode occupancy upper anchor; high-NS plots are target-channel topology unless an added accumulation/cavity model is specified.
532nm_30MPa_constrained,1.3,1.0,1.3,1.0,0.1,0.3,0.5,0.8,0.012,0.015600000000000001,True,N_mode is the single-mode occupancy upper anchor; high-NS plots are target-channel topology unless an added accumulation/cavity model is specified.
532nm_30MPa_constrained,1.3,1.0,1.3,1.0,0.1,0.1,0.5,0.8,0.004000000000000001,0.0052000000000000015,True,N_mode is the single-mode occupancy upper anchor; high-NS plots are target-channel topology unless an added accumulation/cavity model is specified.
532nm_30MPa_constrained,1.3,1.0,1.3,0.1,1.0,1.0,0.5,0.8,0.04000000000000001,0.05200000000000001,True,N_mode is the single-mode occupancy upper anchor; high-NS plots are target-channel topology unless an added accumulation/cavity model is specified.
532nm_30MPa_constrained,1.3,1.0,1.3,0.1,1.0,0.3,0.5,0.8,0.012,0.015600000000000001,True,N_mode is the single-mode occupancy upper anchor; high-NS plots are target-channel topology unless an added accumulation/cavity model is specified.
532nm_30MPa_constrained,1.3,1.0,1.3,0.1,1.0,0.1,0.5,0.8,0.004000000000000001,0.0052000000000000015,True,N_mode is the single-mode occupancy upper anchor; high-NS plots are target-channel topology unless an added accumulation/cavity model is specified.
532nm_30MPa_constrained,1.3,1.0,1.3,0.1,0.3,1.0,0.5,0.8,0.012,0.015600000000000001,True,N_mode is the single-mode occupancy upper anchor; high-NS plots are target-channel topology unless an added accumulation/cavity model is specified.
532nm_30MPa_constrained,1.3,1.0,1.3,0.1,0.3,0.3,0.5,0.8,0.0036,0.00468,True,N_mode is the single-mode occupancy upper anchor; high-NS plots are target-channel topology unless an added accumulation/cavity model is specified.
532nm_30MPa_constrained,1.3,1.0,1.3,0.1,0.3,0.1,0.5,0.8,0.0012000000000000001,0.0015600000000000002,True,N_mode is the single-mode occupancy upper anchor; high-NS plots are target-channel topology unless an added accumulation/cavity model is specified.
532nm_30MPa_constrained,1.3,1.0,1.3,0.1,0.1,1.0,0.5,0.8,0.004000000000000001,0.0052000000000000015,True,N_mode is the single-mode occupancy upper anchor; high-NS plots are target-channel topology unless an added accumulation/cavity model is specified.
532nm_30MPa_constrained,1.3,1.0,1.3,0.1,0.1,0.3,0.5,0.8,0.0012000000000000003,0.0015600000000000004,True,N_mode is the single-mode occupancy upper anchor; high-NS plots are target-channel topology unless an added accumulation/cavity model is specified.
532nm_30MPa_constrained,1.3,1.0,1.3,0.1,0.1,0.1,0.5,0.8,0.00040000000000000013,0.0005200000000000002,True,N_mode is the single-mode occupancy upper anchor; high-NS plots are target-channel topology unless an added accumulation/cavity model is specified.
532nm_30MPa_constrained,1.3,1.0,1.3,0.01,1.0,1.0,0.5,0.8,0.004,0.005200000000000001,True,N_mode is the single-mode occupancy upper anchor; high-NS plots are target-channel topology unless an added accumulation/cavity model is specified.
532nm_30MPa_constrained,1.3,1.0,1.3,0.01,1.0,0.3,0.5,0.8,0.0012000000000000001,0.0015600000000000002,True,N_mode is the single-mode occupancy upper anchor; high-NS plots are target-channel topology unless an added accumulation/cavity model is specified.
532nm_30MPa_constrained,1.3,1.0,1.3,0.01,1.0,0.1,0.5,0.8,0.0004,0.0005200000000000001,True,N_mode is the single-mode occupancy upper anchor; high-NS plots are target-channel topology unless an added accumulation/cavity model is specified.
532nm_30MPa_constrained,1.3,1.0,1.3,0.01,0.3,1.0,0.5,0.8,0.0012000000000000001,0.0015600000000000002,True,N_mode is the single-mode occupancy upper anchor; high-NS plots are target-channel topology unless an added accumulation/cavity model is specified.
532nm_30MPa_constrained,1.3,1.0,1.3,0.01,0.3,0.3,0.5,0.8,0.00036,0.00046800000000000005,True,N_mode is the single-mode occupancy upper anchor; high-NS plots are target-channel topology unless an added accumulation/cavity model is specified.
532nm_30MPa_constrained,1.3,1.0,1.3,0.01,0.3,0.1,0.5,0.8,0.00012000000000000002,0.00015600000000000002,True,N_mode is the single-mode occupancy upper anchor; high-NS plots are target-channel topology unless an added accumulation/cavity model is specified.
532nm_30MPa_constrained,1.3,1.0,1.3,0.01,0.1,1.0,0.5,0.8,0.0004,0.0005200000000000001,True,N_mode is the single-mode occupancy upper anchor; high-NS plots are target-channel topology unless an added accumulation/cavity model is specified.
532nm_30MPa_constrained,1.3,1.0,1.3,0.01,0.1,0.3,0.5,0.8,0.00011999999999999999,0.000156,True,N_mode is the single-mode occupancy upper anchor; high-NS plots are target-channel topology unless an added accumulation/cavity model is specified.
532nm_30MPa_constrained,1.3,1.0,1.3,0.01,0.1,0.1,0.5,0.8,4e-05,5.2000000000000004e-05,True,N_mode is the single-mode occupancy upper anchor; high-NS plots are target-channel topology unless an added accumulation/cavity model is specified.
532nm_30MPa_constrained,1.3,1.0,1.3,0.001,1.0,1.0,0.5,0.8,0.0004,0.0005200000000000001,True,N_mode is the single-mode occupancy upper anchor; high-NS plots are target-channel topology unless an added accumulation/cavity model is specified.
532nm_30MPa_constrained,1.3,1.0,1.3,0.001,1.0,0.3,0.5,0.8,0.00011999999999999999,0.000156,True,N_mode is the single-mode occupancy upper anchor; high-NS plots are target-channel topology unless an added accumulation/cavity model is specified.
532nm_30MPa_constrained,1.3,1.0,1.3,0.001,1.0,0.1,0.5,0.8,4e-05,5.2000000000000004e-05,True,N_mode is the single-mode occupancy upper anchor; high-NS plots are target-channel topology unless an added accumulation/cavity model is specified.
